Time,Temperature(c),Humidity(%),Air Quality(μg/m3)
03-23-2023_17:18:15,17.1,74.8,92.12781456953643
03-23-2023_17:18:28,17.1,74.8,75.08479445783868
03-23-2023_17:18:38,17.1,74.8,117.92610187078465
03-23-2023_17:18:49,17.1,74.9,75.4248048341319
03-23-2023_17:19:02,17.1,75.0,124.32254707480087
03-23-2023_17:19:12,17.1,74.9,132.82280648213143
03-23-2023_17:19:23,17.1,75.0,87.92018616290781
03-23-2023_17:19:36,17.1,75.0,127.74390148625143
03-23-2023_17:19:49,17.1,75.0,75.21229834894865
03-23-2023_17:20:00,17.1,75.0,74.89353862117375
03-23-2023_17:20:10,17.1,75.0,75.67981261635182
03-23-2023_17:20:21,17.0,75.0,79.88744102298044
03-23-2023_17:20:31,17.1,75.1,91.27778862880338
03-23-2023_17:20:42,17.0,75.1,133.16281685842463
03-23-2023_17:20:52,17.0,75.3,117.35233436078984
03-23-2023_17:21:11,17.1,75.4,91.04403149510178
03-23-2023_17:21:21,17.0,75.5,132.9503103732414
03-23-2023_17:21:34,17.0,75.5,130.23022736289562
03-23-2023_17:21:45,17.1,75.7,105.15446211127049
03-23-2023_17:21:55,17.1,75.8,133.1415662099063
03-23-2023_17:22:06,17.1,76.0,97.88674031800288
03-23-2023_17:22:21,17.1,75.9,75.8923191015351
03-23-2023_17:22:32,17.1,75.9,74.2135178685873
03-23-2023_17:22:43,17.1,76.0,130.99525070955536
03-23-2023_17:22:56,17.1,75.9,76.5510892056032
03-23-2023_17:23:06,17.1,76.1,84.2013226722007
03-23-2023_17:23:17,17.1,76.1,124.23754448072758
03-23-2023_17:23:27,17.1,76.2,107.04576982940155
03-23-2023_17:23:38,17.1,76.4,74.29852046266062
03-23-2023_17:23:51,17.1,76.3,74.99979186376538
03-23-2023_17:24:01,17.1,76.2,131.29275978881194
03-23-2023_17:24:12,17.1,76.3,132.3127909176916
03-23-2023_17:24:22,17.1,76.3,80.94997344889677
03-23-2023_17:24:33,17.1,76.3,133.65158177434617
03-23-2023_17:24:44,17.1,76.4,132.24903897213662
03-23-2023_17:24:59,17.1,76.3,110.6371294289987
03-23-2023_17:25:10,17.1,76.3,133.71533371990114
03-23-2023_17:25:20,17.1,76.3,81.88500198370312
03-23-2023_17:25:31,17.1,76.1,122.79250038148137
03-23-2023_17:25:41,17.1,76.0,125.17257301553393
03-23-2023_17:25:52,17.1,75.9,112.52843714712976
03-23-2023_17:26:02,17.1,75.7,133.35407269508957
03-23-2023_17:26:13,17.1,75.7,132.99281167027803
03-23-2023_17:26:24,17.1,75.6,132.8865584276864
03-23-2023_17:26:34,17.1,75.4,118.69112521744438
03-23-2023_17:26:45,17.1,75.4,107.59828669087803
03-23-2023_17:26:55,17.1,75.4,88.1326926480911
03-23-2023_17:27:06,17.1,75.3,81.03497604297007
03-23-2023_17:27:16,17.1,75.3,79.10116702780238
03-23-2023_17:27:27,17.1,75.4,85.56136417737359
03-23-2023_17:27:37,17.1,75.5,131.6115195165868
03-23-2023_17:27:48,17.1,75.6,132.22778832361828
03-23-2023_17:27:58,17.1,75.6,77.06110477004303
03-23-2023_17:28:12,17.0,75.5,117.39483565782649
03-23-2023_17:28:22,17.0,75.8,133.2903207495346
03-23-2023_17:28:33,17.1,75.9,102.51938169499803
03-23-2023_17:28:43,17.1,75.9,74.23476851710564
03-23-2023_17:28:54,17.0,75.9,131.037752006592
03-23-2023_17:29:04,17.1,75.9,122.60124454481642
03-23-2023_17:29:15,17.0,75.8,74.34102175969727
03-23-2023_17:29:25,17.1,76.1,124.59880550553912
03-23-2023_17:29:36,17.0,76.2,133.41782464064457
03-23-2023_17:29:46,17.0,76.2,126.68136906033509
03-23-2023_17:29:57,17.0,76.2,85.77387066255686
03-23-2023_17:30:08,17.0,76.2,74.10726462599567
03-23-2023_17:30:18,17.0,76.2,100.03305581835383
03-23-2023_17:30:29,17.1,76.3,133.16281685842463
03-23-2023_17:30:39,17.0,76.2,133.73658436841944
03-23-2023_17:30:50,17.1,76.3,133.73658436841944
03-23-2023_17:31:00,17.0,76.2,132.8865584276864
03-23-2023_17:31:11,17.0,76.2,105.66447767571034
03-23-2023_17:31:21,17.0,76.2,133.71533371990114
03-23-2023_17:31:32,17.0,76.2,123.98253669850764
03-23-2023_17:31:43,17.0,76.2,74.06476332895902
03-23-2023_17:31:53,17.0,76.2,82.52252143925291
03-23-2023_17:32:04,17.0,76.2,132.35529221472825
03-23-2023_17:32:14,17.0,76.2,133.01406231879636
03-23-2023_17:32:25,17.0,76.2,74.12851527451399
03-23-2023_17:32:38,17.1,76.3,81.20498123111668
03-23-2023_17:32:48,17.0,76.2,130.91024811548203
03-23-2023_17:33:04,17.0,76.2,110.99839045381025
03-23-2023_17:33:14,17.0,76.2,132.3977935117649
03-23-2023_17:33:25,17.1,76.3,74.08601397747735
03-23-2023_17:33:36,17.0,76.2,130.2939793084506
03-23-2023_17:33:49,17.1,76.3,75.4248048341319
03-23-2023_17:33:59,17.0,76.2,74.02226203192237
03-23-2023_17:34:10,17.0,76.2,81.226231879635
03-23-2023_17:34:20,17.0,76.2,103.49691152684103
03-23-2023_17:34:31,17.0,76.2,130.6127390362255
03-23-2023_17:34:44,17.1,76.3,92.63783013397625
03-23-2023_17:34:54,17.1,76.3,84.73258888515886
03-23-2023_17:35:08,17.1,76.3,74.57477889339886
03-23-2023_17:35:18,17.1,76.3,118.35111484115116
03-23-2023_17:35:31,17.0,76.2,74.08601397747735
03-23-2023_17:35:42,17.1,76.3,124.91756523331401
03-23-2023_17:35:52,17.1,76.3,133.67283242286447
03-23-2023_17:36:03,17.0,76.2,126.1926041444136
03-23-2023_17:36:13,17.0,76.2,75.67981261635182
03-23-2023_17:36:26,17.0,76.2,121.49621082186349
03-23-2023_17:36:37,17.0,76.2,132.7165532395398
03-23-2023_17:36:48,17.0,76.2,130.80399487289043
03-23-2023_17:36:58,17.0,76.2,73.89475814081241
03-23-2023_17:37:09,17.0,76.2,133.35407269508957
03-23-2023_17:37:19,17.0,76.2,133.73658436841944
03-23-2023_17:37:30,17.0,76.2,89.87524582659383
03-23-2023_17:37:40,17.0,76.2,90.98027954954681
03-23-2023_17:37:51,17.0,76.2,88.94021729178748
03-23-2023_17:38:01,17.0,76.2,131.90902859584338
03-23-2023_17:38:12,17.0,76.2,132.58904934842982
03-23-2023_17:38:22,17.0,76.2,74.70228278450881
03-23-2023_17:38:36,17.0,76.2,133.2265688039796
03-23-2023_17:38:46,17.0,76.2,104.8357023834956
03-23-2023_17:38:57,17.0,76.2,74.29852046266062
03-23-2023_17:39:07,17.0,76.2,133.54532853175454
03-23-2023_17:39:18,17.0,76.2,125.10882106997894
03-23-2023_17:39:28,17.0,76.2,120.81619006927703
03-23-2023_17:39:39,17.0,76.2,133.1415662099063
03-23-2023_17:39:49,17.0,76.2,124.45005096591083
03-23-2023_17:40:00,17.0,76.2,132.37654286324658
03-23-2023_17:40:10,17.0,76.2,116.56606036561176
03-23-2023_17:40:24,17.0,76.2,115.60978118228707
03-23-2023_17:40:34,17.0,76.2,75.63731131931517
03-23-2023_17:40:45,17.0,76.2,133.3753233436079
03-23-2023_17:40:55,16.9,76.1,101.3718466750084
03-23-2023_17:41:06,17.0,76.2,74.08601397747735
03-23-2023_17:41:16,16.9,76.1,93.65786126285592
03-23-2023_17:41:27,16.9,76.1,93.1478456984161
03-23-2023_17:41:37,16.9,76.1,74.4472750022889
03-23-2023_17:41:48,16.9,76.1,133.09906491286966
03-23-2023_17:41:58,16.9,76.1,133.5240778832362
03-23-2023_17:42:09,17.0,76.2,132.75905453657643
03-23-2023_17:42:19,16.9,76.2,75.40355418561359
03-23-2023_17:42:30,16.9,76.1,131.56901821955017
03-23-2023_17:42:41,16.9,76.1,109.5108450575274
03-23-2023_17:42:51,17.0,76.2,81.09872798852506
03-23-2023_17:43:02,16.9,76.1,132.12153508102665
03-23-2023_17:43:12,16.9,76.1,78.4848982207709
03-23-2023_17:43:23,16.9,76.1,74.72353343302713
03-23-2023_17:43:33,16.9,76.1,80.9074721518601
03-23-2023_17:43:44,16.9,76.1,75.29730094302195
03-23-2023_17:43:59,16.9,76.1,74.8510373241371
03-23-2023_17:44:10,17.0,76.2,133.09906491286966
03-23-2023_17:44:21,17.0,76.2,74.61728019043551
03-23-2023_17:44:31,17.0,76.2,128.10516251106296
03-23-2023_17:44:42,17.0,76.0,99.96930387279885
03-23-2023_17:44:52,17.1,75.3,86.41139011810662
03-23-2023_17:45:03,17.3,74.8,81.92750328073977
03-23-2023_17:45:16,17.3,74.7,74.97854121524706
03-23-2023_17:45:26,17.3,74.3,106.74826075014498
03-23-2023_17:45:37,17.4,73.8,132.37654286324658
03-23-2023_17:45:47,17.4,73.5,75.19104770043032
03-23-2023_17:45:58,17.5,72.9,84.43507980590229
03-23-2023_17:46:09,17.5,72.6,132.35529221472825
03-23-2023_17:46:19,17.6,72.4,90.38526139103367
03-23-2023_17:46:30,17.6,72.0,128.7639326151311
03-23-2023_17:46:40,17.7,71.8,131.63277016510514
03-23-2023_17:46:51,17.7,71.3,100.09680776390881
03-23-2023_17:47:01,17.8,71.0,75.40355418561359
03-23-2023_17:47:12,17.8,71.0,124.23754448072758
03-23-2023_17:47:22,17.9,71.0,128.97643910031437
03-23-2023_17:47:33,17.9,70.5,75.5098074282052
03-23-2023_17:47:43,17.9,70.2,91.27778862880338
03-23-2023_17:47:54,18.0,69.9,110.36087099826044
03-23-2023_17:48:05,18.0,69.6,118.88238105410933
03-23-2023_17:48:15,18.0,69.3,98.05674550614948
03-23-2023_17:48:26,18.1,68.8,106.34449842829677
03-23-2023_17:48:41,18.1,68.7,75.65856196783349
03-23-2023_17:48:52,18.2,68.5,119.11613818781092
03-23-2023_17:49:02,18.2,68.3,131.97278054139835
03-23-2023_17:49:13,18.2,68.2,75.8923191015351
03-23-2023_17:49:23,18.3,68.1,124.45005096591083
03-23-2023_17:49:34,18.3,67.9,131.6115195165868
03-23-2023_17:49:44,18.3,67.7,125.08757042146063
03-23-2023_17:49:55,18.4,67.5,105.04820886867887
03-23-2023_17:50:06,18.4,67.3,131.71777275917844
03-23-2023_17:50:16,18.4,66.8,75.5735593737602
03-23-2023_17:50:29,18.5,66.8,105.32446729941711
03-23-2023_17:50:40,18.5,66.5,131.4627649769585
03-23-2023_17:50:50,18.5,66.3,99.41678701132237
03-23-2023_17:51:01,18.6,66.0,129.72021179845578
03-23-2023_17:51:11,18.6,65.7,131.037752006592
03-23-2023_17:51:22,18.6,65.7,77.78362681966614
03-23-2023_17:51:32,18.6,65.7,76.50858790856655
03-23-2023_17:51:43,18.6,65.7,130.95274941251873
03-23-2023_17:51:54,18.7,65.8,76.21107882930998
03-23-2023_17:52:04,18.7,65.8,84.03131748405409
03-23-2023_17:52:15,18.7,65.8,123.02625751518296
03-23-2023_17:52:25,18.7,65.8,98.43925717947936
03-23-2023_17:52:36,18.7,65.8,125.78884182256539
03-23-2023_17:52:46,18.8,65.9,76.5510892056032
03-23-2023_17:52:57,18.8,65.9,126.36260933256021
03-23-2023_17:53:07,18.8,65.9,76.21107882930998
03-23-2023_17:53:18,18.8,65.9,130.99525070955536
03-23-2023_17:53:28,18.8,65.8,115.18476821192056
03-23-2023_17:53:39,18.9,65.5,78.50614886928923
03-23-2023_17:53:50,18.9,65.3,128.041410565508
03-23-2023_17:54:00,18.9,65.1,78.20863979003266
03-23-2023_17:54:11,18.9,65.1,89.87524582659383
03-23-2023_17:54:21,19.0,64.7,107.662038636433
03-23-2023_17:54:34,19.0,64.7,83.03253700369275
03-23-2023_17:54:45,19.0,64.4,76.74234504226814
03-23-2023_17:54:55,19.0,64.4,77.03985412152471
03-23-2023_17:55:06,19.0,64.4,121.51746147038179
03-23-2023_17:55:16,19.1,64.1,130.7189922788171
03-23-2023_17:55:27,19.1,64.0,117.71359538560137
03-23-2023_17:55:38,19.1,64.0,113.99473189489427
03-23-2023_17:55:48,19.1,63.8,84.56258369701224
03-23-2023_17:55:59,19.1,63.7,83.52130191961425
03-23-2023_17:56:09,19.2,63.7,76.01982299264505
03-23-2023_17:56:22,19.1,63.6,130.8677468184454
03-23-2023_17:56:33,19.2,63.5,130.99525070955536
03-23-2023_17:56:43,19.2,63.4,130.33648060548722
03-23-2023_17:56:56,19.2,63.5,76.01982299264505
03-23-2023_17:57:07,19.2,63.4,130.67649098178046
03-23-2023_17:57:17,19.2,63.0,77.88988006225776
03-23-2023_17:57:28,19.3,62.9,127.1701339762566
03-23-2023_17:57:39,19.3,63.0,77.08235541856136
03-23-2023_17:57:49,19.3,62.8,75.65856196783349
03-23-2023_17:58:00,19.3,62.8,130.7189922788171
03-23-2023_17:58:10,19.3,62.9,76.84859828485978
03-23-2023_17:58:21,19.3,62.7,75.5735593737602
03-23-2023_17:58:31,19.4,62.8,76.93360087893309
03-23-2023_17:58:42,19.4,62.6,80.92872280037842
03-23-2023_17:58:52,19.4,62.5,129.31644947660757
03-23-2023_17:59:03,19.4,62.4,129.4227027191992
03-23-2023_17:59:13,19.4,62.4,124.47130161442915
03-23-2023_17:59:27,19.4,62.4,128.65767937253943
03-23-2023_17:59:37,19.4,62.1,84.66883693960388
03-23-2023_17:59:50,19.5,62.2,129.4227027191992
03-23-2023_18:00:01,19.5,62.2,76.18982818079165
03-23-2023_18:00:11,19.5,62.1,128.0626612140263
03-23-2023_18:00:22,19.5,61.9,82.88378246406447
03-23-2023_18:00:32,19.5,61.9,76.82734763634144
03-23-2023_18:00:43,19.5,61.8,110.40337229529712
03-23-2023_18:00:58,19.5,61.7,80.7374669637135
03-23-2023_18:01:09,19.6,61.7,116.22604998931853
03-23-2023_18:01:22,19.6,61.7,85.98637714774011
03-23-2023_18:01:33,19.6,61.7,126.9151261940367
03-23-2023_18:01:43,19.6,61.7,79.95119296853542
03-23-2023_18:01:54,19.6,61.7,83.18129154332104
03-23-2023_18:02:04,19.6,61.3,109.53209570604571
03-23-2023_18:02:15,19.6,61.2,129.91146763512072
03-23-2023_18:02:25,19.6,61.1,119.41364726706749
03-23-2023_18:02:36,19.6,61.1,113.35721243934448
03-23-2023_18:02:46,19.7,61.2,79.86619037446212
03-23-2023_18:02:57,19.6,61.1,89.25897701956237
03-23-2023_18:03:08,19.7,60.7,129.78396374401075
03-23-2023_18:03:23,19.6,60.6,75.99857234412673
03-23-2023_18:03:34,19.7,60.6,128.95518845179603
03-23-2023_18:03:44,19.7,60.6,76.29608142338328
03-23-2023_18:03:55,19.7,60.6,129.86896633808405
03-23-2023_18:04:05,19.7,60.6,83.60630451368756
03-23-2023_18:04:16,19.7,60.6,101.22309213538011
03-23-2023_18:04:26,19.7,60.6,84.9238447218238
03-23-2023_18:04:37,19.8,60.7,129.89021698660238
03-23-2023_18:04:48,19.8,60.7,129.5927079073458
03-23-2023_18:04:58,19.8,60.5,94.80539628284556
03-23-2023_18:05:09,19.8,60.6,75.93482039857174
03-23-2023_18:05:22,19.8,60.6,75.95607104709006
03-23-2023_18:05:32,19.8,60.5,129.33770012512588
03-23-2023_18:05:53,19.8,60.6,129.97521958067568
03-23-2023_18:06:03,19.8,60.3,76.93360087893309
03-23-2023_18:06:14,19.8,60.3,81.39623706778161
03-23-2023_18:06:25,19.9,60.1,76.48733726004822
03-23-2023_18:06:38,19.9,60.2,76.14732688375501
03-23-2023_18:06:48,19.9,60.0,109.38334116641744
03-23-2023_18:06:59,19.9,60.0,127.02137943662832
03-23-2023_18:07:09,19.9,60.0,98.26925199133277
03-23-2023_18:07:20,19.9,60.0,119.90241218298898
03-23-2023_18:07:30,19.9,60.0,129.97521958067568
03-23-2023_18:07:41,19.9,59.9,111.6146592608417
03-23-2023_18:07:54,19.9,59.9,75.9773216956084
03-23-2023_18:08:07,19.9,59.9,76.0623242896817
03-23-2023_18:08:20,19.9,60.0,76.27483077486497
03-23-2023_18:08:31,20.0,59.9,95.61292092654196
03-23-2023_18:08:41,20.0,59.9,76.01982299264505
03-23-2023_18:08:52,20.0,59.5,95.78292611468856
03-23-2023_18:09:02,20.0,59.5,129.86896633808405
03-23-2023_18:09:13,20.0,59.5,129.06144169438767
03-23-2023_18:09:23,20.0,59.6,106.28074648274178
03-23-2023_18:09:34,20.0,59.3,76.0623242896817
03-23-2023_18:09:44,20.0,59.4,77.82612811670278
03-23-2023_18:09:55,20.0,59.4,87.94143681142612
03-23-2023_18:10:06,20.0,59.6,102.85939207129124
03-23-2023_18:10:16,20.0,59.3,105.81323221533862
03-23-2023_18:10:29,20.1,59.5,76.61484115115819
03-23-2023_18:10:42,20.1,59.6,76.74234504226814
03-23-2023_18:10:53,20.1,59.4,75.93482039857174
03-23-2023_18:11:03,20.1,59.3,130.10272347178565
03-23-2023_18:11:14,20.1,59.3,117.22483046967987
03-23-2023_18:11:24,20.1,59.2,112.27342936490983
03-23-2023_18:11:35,20.1,59.0,129.93271828363902
03-23-2023_18:11:46,20.1,58.9,81.6299942014832
03-23-2023_18:11:56,20.1,59.1,129.04019104586934
03-23-2023_18:12:07,20.1,59.2,113.50596697897276
03-23-2023_18:12:17,20.2,59.4,78.46364757225258
03-23-2023_18:12:28,20.2,59.1,78.69740470595417
03-23-2023_18:12:38,20.1,59.5,81.58749290444655
03-23-2023_18:12:49,20.2,59.5,129.5077053132725
03-23-2023_18:12:59,20.2,59.4,76.57233985412154
03-23-2023_18:13:10,20.2,58.7,101.01058565019686
03-23-2023_18:13:20,20.2,58.8,129.76271309549242
03-23-2023_18:13:31,20.2,58.9,102.96564531388289
03-23-2023_18:13:42,20.2,59.0,76.97610217596974
03-23-2023_18:13:52,20.2,58.7,75.91356975005341
03-23-2023_18:14:03,20.2,58.5,76.95485152745141
03-23-2023_18:14:13,20.2,58.9,129.40145207068088
03-23-2023_18:14:26,20.2,58.7,122.51624195074314
03-23-2023_18:14:37,20.2,58.6,77.50736838892789
03-23-2023_18:14:47,20.3,58.6,76.63609179967652
03-23-2023_18:14:58,20.3,58.6,127.95640797143466
03-23-2023_18:15:08,20.3,58.8,128.67893002105777
03-23-2023_18:15:19,20.2,58.6,129.67771050141914
03-23-2023_18:15:30,20.3,58.8,77.9961333048494
03-23-2023_18:15:43,20.2,58.5,129.4227027191992
03-23-2023_18:15:53,20.3,58.5,97.65298318430129
03-23-2023_18:16:04,20.3,58.6,77.27361125522631
03-23-2023_18:16:14,20.3,58.5,129.46520401623587
03-23-2023_18:16:25,20.3,58.6,76.78484633930479
03-23-2023_18:16:35,20.3,58.5,125.42758079775386
03-23-2023_18:16:46,20.3,58.4,104.36818811609243
03-23-2023_18:16:56,20.3,58.4,76.65734244819484
03-23-2023_18:17:07,20.3,58.8,98.05674550614948
03-23-2023_18:17:18,20.3,58.8,129.4227027191992
03-23-2023_18:17:28,20.3,58.6,89.06772118289744
03-23-2023_18:17:39,20.3,58.6,76.63609179967652
03-23-2023_18:17:49,20.3,58.7,107.44953215124974
03-23-2023_18:18:00,20.4,58.7,127.91390667439802
03-23-2023_18:18:10,20.4,58.6,129.80521439252908
03-23-2023_18:18:21,20.4,58.2,106.9395165868099
03-23-2023_18:18:31,20.4,58.4,76.25358012634663
03-23-2023_18:18:42,20.3,58.3,127.36138981292153
03-23-2023_18:18:52,20.4,58.1,75.9773216956084
03-23-2023_18:19:03,20.4,58.3,76.69984374523149
03-23-2023_18:19:14,20.4,58.2,77.1036060670797
03-23-2023_18:19:24,20.4,57.9,86.45389141514329
03-23-2023_18:19:35,20.4,58.0,88.91896664326916
03-23-2023_18:19:45,20.4,58.2,77.23110995818965
03-23-2023_18:19:56,20.4,58.0,106.23824518570513
03-23-2023_18:20:06,20.4,58.3,76.23232947782832
03-23-2023_18:20:17,20.4,58.0,127.6376482436598
03-23-2023_18:20:27,20.4,58.0,77.50736838892789
03-23-2023_18:20:40,20.4,57.8,91.44779381695
03-23-2023_18:20:51,20.5,58.0,129.1889455854976
03-23-2023_18:21:02,20.4,57.8,79.05866573076571
03-23-2023_18:21:12,20.4,57.7,77.61362163151952
03-23-2023_18:21:23,20.5,58.0,112.63469038972137
03-23-2023_18:21:36,20.5,58.1,86.87890438550983
03-23-2023_18:21:46,20.5,58.0,80.20620075075534
03-23-2023_18:21:57,20.5,57.9,76.27483077486497
03-23-2023_18:22:07,20.5,57.7,105.15446211127049
03-23-2023_18:22:18,20.2,57.5,90.89527695547349
03-23-2023_18:22:31,20.2,57.6,127.93515732291635
03-23-2023_18:22:41,20.0,57.8,129.33770012512588
03-23-2023_18:22:52,19.8,58.2,127.51014435254983
03-23-2023_18:23:03,19.6,58.5,102.60438428907133
03-23-2023_18:23:13,19.5,59.0,129.6564598529008
03-23-2023_18:23:24,19.4,59.5,77.57112033448287
03-23-2023_18:23:34,19.3,60.0,126.74512100589008
03-23-2023_18:23:45,19.1,60.0,76.93360087893309
03-23-2023_18:23:55,19.0,61.0,128.1901651051363
03-23-2023_18:24:08,18.9,61.0,77.54986968596455
03-23-2023_18:24:19,18.8,61.4,78.14488784447768
03-23-2023_18:24:29,18.8,61.9,78.3998956266976
03-23-2023_18:24:40,18.7,62.3,119.71115634632406
03-23-2023_18:24:51,18.6,63.2,129.89021698660238
03-23-2023_18:25:04,18.5,63.6,97.86548966948455
03-23-2023_18:25:17,18.5,63.6,129.25269753105258
03-23-2023_18:25:27,18.5,64.1,97.9929935605945
03-23-2023_18:25:38,18.4,64.4,118.81862910855435
03-23-2023_18:25:48,18.3,65.4,75.99857234412673
03-23-2023_18:26:01,18.3,65.4,123.79128086184271
03-23-2023_18:26:15,18.2,65.4,105.94073610644857
03-23-2023_18:26:28,18.2,65.3,76.35983336893827
03-23-2023_18:26:38,18.1,65.2,77.71987487411116
03-23-2023_18:26:49,18.1,65.2,121.89997314371166
03-23-2023_18:26:59,18.1,65.2,128.99768974883267
03-23-2023_18:27:10,18.0,65.7,76.21107882930998
03-23-2023_18:27:20,18.0,66.4,130.3789819025239
03-23-2023_18:27:33,18.0,66.4,110.59462813196205
03-23-2023_18:27:44,17.9,66.6,93.55160802026431
03-23-2023_18:27:54,17.9,66.9,130.03897152623065
03-23-2023_18:28:05,17.9,67.1,75.9773216956084
03-23-2023_18:28:16,17.8,67.5,76.4660866115299
03-23-2023_18:28:31,17.8,67.6,126.70261970885342
03-23-2023_18:28:42,17.8,67.6,130.80399487289043
03-23-2023_18:28:52,17.8,68.0,76.42358531449324
03-23-2023_18:29:05,17.8,68.0,122.15498092593158
03-23-2023_18:29:16,17.7,68.0,103.9431751457259
03-23-2023_18:29:26,17.7,68.3,78.5699008148442
03-23-2023_18:29:37,17.7,68.4,78.05988525040438
03-23-2023_18:29:48,17.7,68.6,104.72944914090397
03-23-2023_18:29:58,17.7,68.9,99.41678701132237
03-23-2023_18:30:09,17.6,69.0,128.95518845179603
03-23-2023_18:30:22,17.6,69.1,130.57023773918883
03-23-2023_18:30:32,17.6,69.3,110.19086581011383
03-23-2023_18:30:43,17.6,69.5,129.82646504104738
03-23-2023_18:30:56,17.5,69.4,84.18007202368237
03-23-2023_18:31:06,17.6,69.5,129.48645466475418
03-23-2023_18:31:17,17.5,69.5,130.74024292733543
03-23-2023_18:31:27,17.5,69.7,128.63642872402113
03-23-2023_18:31:38,17.5,69.9,84.22257332071902
03-23-2023_18:31:49,17.5,70.1,76.25358012634663
03-23-2023_18:31:59,17.5,70.3,127.85015472884305
03-23-2023_18:32:10,17.5,70.5,105.28196600238046
03-23-2023_18:32:20,17.5,70.7,101.58435316019168
03-23-2023_18:32:31,17.4,70.6,77.71987487411116
03-23-2023_18:32:44,17.4,70.6,100.75557786797692
03-23-2023_18:32:54,17.4,70.6,77.14610736411635
03-23-2023_18:33:05,17.4,70.6,75.78606585894346
03-23-2023_18:33:15,17.4,70.6,131.1227546006653
03-23-2023_18:33:26,17.4,70.6,76.0623242896817
03-23-2023_18:33:37,17.4,70.6,78.73990600299082
03-23-2023_18:33:47,17.4,70.6,77.3586138492996
03-23-2023_18:33:58,17.4,70.8,77.7623761711478
03-23-2023_18:34:13,17.4,70.8,130.5489870906705
03-23-2023_18:34:24,17.4,70.8,130.8677468184454
03-23-2023_18:34:34,17.4,71.2,127.82890408032472
03-23-2023_18:34:50,17.3,71.2,131.05900265511033
03-23-2023_18:35:00,17.3,71.2,114.88725913266397
03-23-2023_18:35:11,17.3,71.3,129.4227027191992
03-23-2023_18:35:22,17.3,71.5,82.05500717184974
03-23-2023_18:35:32,17.3,71.5,75.84981780449844
03-23-2023_18:35:43,17.3,71.6,95.46416638691369
03-23-2023_18:35:53,17.2,71.9,76.50858790856655
03-23-2023_18:36:06,17.3,72.0,110.93463850825526
03-23-2023_18:36:17,17.3,72.0,76.08357493820003
03-23-2023_18:36:27,17.3,72.0,103.85817255165257
03-23-2023_18:36:38,17.3,72.1,75.44605548265024
03-23-2023_18:36:48,17.2,72.1,129.5927079073458
03-23-2023_18:36:59,17.2,72.2,131.1865065462203
03-23-2023_18:37:10,17.2,72.3,109.80835413678398
03-23-2023_18:37:20,17.2,72.4,79.37742545854061
03-23-2023_18:37:31,17.2,72.4,77.69862422559284
03-23-2023_18:37:41,17.2,72.5,128.25391705069126
03-23-2023_18:37:52,17.2,72.5,91.40529251991335
03-23-2023_18:38:02,17.2,72.6,78.71865535447249
03-23-2023_18:38:13,17.3,72.7,75.40355418561359
03-23-2023_18:38:23,17.2,72.5,98.20550004577778
03-23-2023_18:38:34,17.2,72.6,131.99403118991668
03-23-2023_18:38:44,17.2,72.7,113.03845271156956
03-23-2023_18:38:55,17.2,72.8,126.80887295144507
03-23-2023_18:39:06,17.2,72.9,118.79737846003601
03-23-2023_18:39:16,17.2,72.7,106.72701010162663
03-23-2023_18:39:27,17.2,72.7,131.7602740562151
03-23-2023_18:39:37,17.2,72.7,130.25147801141395
03-23-2023_18:39:48,17.2,72.8,131.65402081362348
03-23-2023_18:40:01,17.2,72.8,78.05988525040438
03-23-2023_18:40:11,17.2,72.8,88.04769005401778
03-23-2023_18:40:22,17.1,72.7,131.73902340769678
03-23-2023_18:40:32,17.1,72.8,116.3748045289468
03-23-2023_18:40:43,17.1,72.7,75.78606585894346
03-23-2023_18:40:53,17.1,72.7,131.42026367992187
03-23-2023_18:41:04,17.1,72.9,99.0342753379925
03-23-2023_18:41:15,17.1,72.9,75.70106326487016
03-23-2023_18:41:25,17.1,73.1,131.73902340769678
03-23-2023_18:41:38,17.1,73.1,117.9686031678213
03-23-2023_18:41:51,17.1,73.1,130.50648579363386
03-23-2023_18:42:02,17.1,73.2,129.14644428846094
03-23-2023_18:42:12,17.1,73.2,77.40111514633627
03-23-2023_18:42:23,17.0,73.2,101.49935056611835
03-23-2023_18:42:33,17.0,73.2,104.24068422498246
03-23-2023_18:42:44,17.1,73.3,130.42148319956053
03-23-2023_18:42:55,17.1,73.2,132.05778313547165
03-23-2023_18:43:05,17.0,73.1,75.70106326487016
03-23-2023_18:43:16,17.0,73.2,80.56746177556688
03-23-2023_18:43:26,17.0,73.2,76.01982299264505
03-23-2023_18:43:37,17.0,73.3,78.16613849299601
03-23-2023_18:43:47,17.0,73.5,75.72231391338848
03-23-2023_18:44:00,17.1,73.5,83.7975603503525
03-23-2023_18:44:13,17.0,73.4,131.101503952147
03-23-2023_18:44:24,17.0,73.5,128.16891445661796
03-23-2023_18:44:35,17.0,73.4,120.13616931669058
03-23-2023_18:44:45,17.0,73.5,129.12519363994264
03-23-2023_18:44:56,17.0,73.6,130.8677468184454
03-23-2023_18:45:06,17.0,73.7,129.74146244697408
03-23-2023_18:45:17,17.0,73.7,77.3586138492996
03-23-2023_18:45:27,17.0,73.8,88.55770561845759
03-23-2023_18:45:38,17.0,73.8,131.16525589770197
03-23-2023_18:45:48,17.0,73.9,75.67981261635182
03-23-2023_18:45:59,17.0,74.0,131.56901821955017
